nct_id,overall_status,start_date,completion_date,condition,Study design info,eligibility,has_expanded_access,enrollment
NCT04531774,Recruiting,"August 28, 2020","June 1, 2021","Stress,Burnout,Anxiety,Depression,Covid19","Randomized,Parallel Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,160
NCT04398264,Recruiting,"July 22, 2020","March 31, 2021","Corona Virus Infection,Pregnancy Related","Cohort,Other","sampling_method:Non-Probability Sample,gender:Female,Min Age:18 Years,Max Age:N/A",No,100
NCT04426266,Completed,"May 1, 2020","September 28, 2020","Questionnaire Designs,COVID-19 Pandemic,Psychological Stress,Coping Skills,Two-Item Generalised Anxiety Disorder Scale,Patient Health Questionnaire Anxiety and Depression Scale,Health Status Index,Subjective Health Complaint,Mood","Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,441
NCT04497987,Recruiting,"August 2, 2020","June 29, 2021","COVID-19,SARS-CoV2","Randomized,Parallel Assignment,Prevention,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,2400
NCT04367714,Recruiting,"March 15, 2020","December 1, 2021","COVID,Terminal Renal Insufficiency","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,300
NCT04517123,Recruiting,"September 1, 2020","December 31, 2021","Covid19,Pneumonia, Viral","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04339608,Recruiting,"April 2, 2020","June 30, 2020",COVID-19,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,10000
NCT04530448,Not yet recruiting,"September 30, 2020",March 2021,"COVID,Coronavirus,Coronavirus Infection,AKI,Acute Kidney Injury","Randomized,Parallel Assignment,Group 1 (control) will receive standard of care treatment for coronavirus according to institutional protocols.
Group 2 (treatment) will receive sodium bicarbonate 225 mEq (225 mL of an 8.4% solution) intravenously over 1 hour.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,40
NCT04542200,Enrolling by invitation,"January 1, 2021","December 31, 2022",Covid19,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,70812
NCT04534608,"Active, not recruiting","May 11, 2020","March 31, 2021","SARS-CoV-2,Covid19","Family-Based,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:18 Years",No,6000
NCT04402866,Recruiting,"June 24, 2020",October 2020,"Acute Lung Injury (ALI) Associated With COVID-19,Lung Inflammation Associated With COVID-19","Randomized,Parallel Assignment,Parallel group, randomized, double-blind, placebo-controlled,Treatment,Triple (Participant, Care Provider, Investigator),Pharmacist & Sponsor are not blinded for Part 1. Pharmacist & Sponsor are blinded for Part 2.","gender:All,Min Age:18 Years,Max Age:80 Years",No,159
NCT04383886,Recruiting,"April 18, 2020","August 18, 2020","Emergency Department Staff During the COVID-19 Pandemic,Emergency Department Staff's Level of Stress","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04497389,Not yet recruiting,"September 15, 2020","September 15, 2021",SARS CoV-2,"Randomized,Parallel Assignment,Treatment,Triple (Participant, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,60
NCT04536376,Not yet recruiting,"November 1, 2020","December 31, 2021","Resilience,Stress,Sleep","N/A,Single Group Assignment,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,10
NCT04426253,"Active, not recruiting","June 5, 2020","July 31, 2021","COVID-19,Sars-CoV2","Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1000
NCT04445441,Recruiting,"April 24, 2020","December 31, 2020",Coronavirus Infection,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:99 Years",No,150
NCT04369365,Recruiting,"April 27, 2020","December 27, 2020",COVID,"Randomized,Parallel Assignment,Prevention,Single (Participant)","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04491071,Not yet recruiting,September 2020,December 2020,Stress Disorder,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,405
NCT04550325,Recruiting,"August 5, 2020",February 2021,"Covid19,Pneumonia, Viral","N/A,Single Group Assignment,A Phase 1/2 Open Label, Single Arm Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of Single Dose Kamada Anti-SARS-CoV-2 in COVID-19 Hospitalized Patients with Pneumonia,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,12
NCT04568096,Not yet recruiting,September 2020,November 2020,the Lung Complication of COVID-19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,160
NCT04395807,Recruiting,"June 3, 2020",May 2021,"COVID,Acute Hypoxemic Respiratory Failure","Randomized,Parallel Assignment,Treatment,Single (Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04377737,Withdrawn,"May 15, 2020",September 2020,"Infection; Viral, Coronavirus","N/A,Single Group Assignment,Diagnostic,None (Open Label)","gender:All,Min Age:3 Years,Max Age:10 Years",No,0
NCT04435522,Recruiting,"September 21, 2020",January 2021,COVID,"N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,16
NCT04441489,Completed,"March 27, 2020","May 27, 2020","COVID-19,FDG PET/CT,Inflammation","Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:99 Years",No,13
NCT04362111,Recruiting,"July 29, 2020",March 2021,"Cytokine Storm,COVID-19","Randomized,Parallel Assignment,Two parallel treatment arms,Treatment,Triple (Participant, Care Provider, Investigator),Investigator, care provider, and participant blinded","gender:All,Min Age:18 Years,Max Age:80 Years",No,30
NCT04395716,Not yet recruiting,July 2020,November 2021,"COVID,Covid-19,Corona Virus Infection,Sars-CoV2,Coronavirus-19,SARS Pneumonia,SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",N/A,50
NCT04514900,Recruiting,"September 23, 2020","September 15, 2021",Obesity,"Randomized,Factorial Assignment,A 2x2 randomized controlled pilot study will be conducted which randomly allocates up to 120 individuals with overweight or obesity to an online weight control program and varies whether they receive asynchronous social support (discussion board) vs synchronous plus asynchronous social support (weekly video chat + discussion board) and varies whether the type of feedback which they receive on their self-monitoring (detailed vs basic) in a factorial study. All participants will receive the core 16-week online interactive behavioral weight loss program (iREACH) and will be followed for 4 months with monthly surveys and weight ascertainment.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04508439,Recruiting,"June 20, 2020","December 30, 2020","Covid19,Pneumonia,Coagulation Disorder,Pulmonary Embolism","Randomized,Crossover Assignment,Initially they will be randomized into two blocks, the first based on prophylactic Enoxaparin (Numbers 1 to 64) and the second (Numbers 65 to 128) will be assigned to the Enoxaparin therapeutic regimen arm at doses of 1mg / kg/dose twice up to date
During hospitalization, the clinical evolution will be evaluated according to the requirements of mechanical ventilation, the reduction in D-Dimer levels and the clinical outcome (discharge or death).
Those patients who are discharged will be Randomized in two following treatment arms
The allocation of patients in the outpatient stage will be carried out randomly 1: 1 to receive Rivaroxaban 10mg PO every 24hrs or only clinical follow-up.
Follow-up of adverse events will be carried out in the Hematology outpatient clinic with a first consultation 15 days after discharge and a second consultation 30 days after discharge. With dimer D, ferritin, protein C, blood count, ESR and on day 30 with CAT.,Treatment,Double (Participant, Care Provider)","gender:All,Min Age:18 Years,Max Age:90 Years",No,130
NCT04563702,Recruiting,September 2020,October 2021,Covid19,"Non-Randomized,Sequential Assignment,Open-label, repeat dose, dose ranging,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:54 Years",No,48
NCT04344106,Recruiting,"April 1, 2020","May 1, 2020","Coronavirus Infection,Oxygen Deficiency","N/A,Single Group Assignment,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,25
NCT04536350,Not yet recruiting,September 2020,March 2022,"Covid19,Corona Virus Infection,ARDS,Aviptadil","Randomized,Parallel Assignment,Patients will be randomly allocated to receive either Aviptadil together with standard care or the placebo (NaCl 0.9%) together with standard care,,Treatment,Double (Participant, Investigator),Patients and the investigator administering inhalation devices of drug or placebo are not aware of which group they have been randomized to (double-blinded). Someone not involved in the study (e.g. the hospital pharmacist or a nurse not involved in study) prepares the inhalation devices with either drug or placebo according to the randomization plan received by the CTU","gender:All,Min Age:18 Years,Max Age:N/A",No,80
NCT04406246,Recruiting,"May 21, 2020","December 31, 2020",Coronavirus Infection,"N/A,Single Group Assignment,In this cohort study, all health workers of the Maternal-Perinatal Hospital ""Mónica Pretelini Sáenz"", with symptoms of SARS-CoV-2 will be treated promptly with nitazoxanide.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,150
NCT04367337,"Active, not recruiting","March 25, 2020","March 24, 2021",Health Behavior,"Ecologic or Community,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,6079
NCT04492384,Recruiting,"June 11, 2020","January 15, 2022","Covid19,SARS-CoV-2 Infection,Pneumonia,Copd,CKD,Cardiac Event,Overweight and Obesity,Cardiovascular Diseases,Diabetes,Hypertension,Coronary Heart Disease","Cohort,Other","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,3500
NCT04525404,Not yet recruiting,November 2020,"September 1, 2021","Covid19,Coronavirus Infection,SARS-CoV Infection","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,228
NCT04360278,Recruiting,"April 21, 2020","April 14, 2030",COVID-19,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1500
NCT04346615,Recruiting,"April 25, 2020",April 2021,COVID-19 Infection,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04377607,Recruiting,"November 1, 2020","December 30, 2020",Corona Virus Infection,"Other,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,200
NCT04393636,Recruiting,"June 5, 2020","December 31, 2022","Cardiovascular Diseases,Cardiovascular Risk Factor","Randomized,Parallel Assignment,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,394
NCT04473599,Recruiting,"April 17, 2020","April 1, 2021","Depressive Symptoms,Anxiety,COVID-19","Randomized,Parallel Assignment,Prevention,Single (Participant),Participants are randomized to receive messages according to a random schedule (within a mico-randomized trial) or delivered via a reinforcement learning policy","gender:All,Min Age:18 Years,Max Age:N/A",No,200
NCT04500067,Recruiting,"May 7, 2020","September 30, 2020","Covid19,Pneumonia","Randomized,Parallel Assignment,Open-label multicenter randomized controlled in parallel groups.
Patients undergoing screening are randomized into groups in equal proportions:
Study Group (receive IVIG Bioven with base therapy).
Control group (receive base therapy only)
At the stage of Data Analysis to ensure comparability of data and homogeneity of the sample, the possibility of additional comparison of groups based on the actually prescribed base therapy and other identified covariates is provided.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,76
NCT04578236,Not yet recruiting,November 2020,January 2021,Covid19,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:80 Years",No,360
NCT04573868,Recruiting,"March 1, 2020","September 30, 2020",Mortality,"Case-Only,Prospective","sampling_method:Probability Sample,gender:All,Min Age:14 Years,Max Age:N/A",No,1000
NCT04329611,Terminated,"April 13, 2020","July 20, 2020",COVID-19,"Randomized,Single Group Assignment,Randomization will be conducted using an online tool. The use of an online tool will allow for dynamic randomization which ensures concealment of allocation. We will use a minimal sufficient balance randomization tool to ensure balance on age, sex, risk status (binary variable based on immune competence and other identified risks), days from symptom onset to randomization and provincial health zone (5 categories). These variables will be identified at telephone screening by a study coordinator, clarified with a physician when necessary, and entered into the online randomization tool. It is predicted that many patients will want treatment. Further, immunosuppressed patients may be at the highest risk of fatal outcomes. Therefore, we will use 2:1 randomization (HCQ: placebo).,Treatment,Triple (Participant, Care Provider, Investigator),A randomized, double-blind, placebo-controlled trial - trial staff and patients will all be blinded to the treatment allocation.","gender:All,Min Age:18 Years,Max Age:N/A",No,148
NCT04424797,Recruiting,"July 13, 2020",December 2020,COVID-19,"Randomized,Parallel Assignment,Prone vs. Supine positioning,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04456933,Recruiting,"June 29, 2020","February 28, 2022",Colon Cancer,"Cohort,Prospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,148
NCT04377685,Recruiting,"March 1, 2020","September 30, 2020",COVID 19,"Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,800
NCT04283461,"Active, not recruiting","March 16, 2020","November 22, 2021","COVID-19,COVID-19 Immunisation","Non-Randomized,Sequential Assignment,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,120
